"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде (с учетом изменений), в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",733570570.14959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,187145435.977,4962191.0075,0,0,0,4942191.0075,0,20000,182183244.9695,3991711.8795,178034528.75,157004.34,536560134.17259,491355401.93136,116800,116800,0,0,85243801.1464,0,0,0,379271445.05365,0,0,0,0,0,0,0,0,0,0,0,20617529.10631,0,0,20617529.10631,6105826.625,3091028.403,3014798.222,0,45204732.24123,16720,16720,0,0,0,42791637,0,0,0,0,0,0,0,0,0,0,2396375.24123,216375.24123,0,0,0,2180000,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,9865000,8615000,90000,0,1160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",917121045.92776,3515551.44001,3515551.44001,1652305.553,121730.598,0,121730.598,0,0,0,0,0,0,0,0,0,1530574.955,1316583.955,213991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1863245.88701,0,,,0,0,,0,0,0,0,0,0,763929.824,9322.024,58540.8,82453.8,534217.4,79395.8,1099316.06301,0,0,936586.93801,88047,74682.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,913605494.48775,913605494.48775,0,0,0,913605494.48775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",186976810.40251002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,32685394.93182,26131915.17887,0,0,0,0,0,26131915.17887,6553479.75295,6553479.75295,0,0,154291415.47069,79186537.60678,374689.121,0,374689.121,0,8596200.347,900,0,900,0,121962.769,0,0,0,0,0,121962.769,0,0,121962.769,0,9908212.70166,0,0,9908212.70166,60184572.66812,49874955.37007,680085.67115,9629531.6269,75043349.66553,4000,4000,0,0,0,72652326,0,0,0,0,0,0,0,54950,0,54950,2332073.66553,0,0,0,0,2332073.66553,0,,0,0,0,0,0,,0,0,0,61528.19838,15153.66205,0,46374.53633,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",3438282.159,409675.861,409675.861,3405.72,0,0,0,0,0,0,0,0,0,0,0,0,3405.72,0,0,1994.933,1410.787,0,0,0,0,0,0,0,0,0,0,0,0,0,406270.141,0,,,0,0,,0,0,0,0,0,0,406270.141,0,0,10592.265,50080.208,345597.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3028606.298,3028606.298,0,0,0,1400,0,3027206.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",111545595.86137,85537090.12455,78038418.50304,56894568.33141,0,0,0,0,0,0,22484366.40587,455842.27114,3889899.59116,17711894.11937,426730.4242,0,34393916.92554,3894629.16374,18141328.19758,9663538.51422,2694421.05,0,16285,12000,0,0,0,4285,0,0,0,0,0,0,21143850.17163,0,,,0,0,,0,0,0,0,0,0,18068050.17163,0,0,14200893.18844,1784290.69925,2082866.28394,3075800,0,66000,976000,1081000,952800,0,0,0,0,0,0,7498671.62151,7482623.62151,7482623.62151,1350000,2583731.50722,532492.11429,3016400,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,16048,6048,,,6048,0,0,0,,,,0,,10000,0,0,10000,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,26008505.73682,21925222.27294,0,0,0,18099862.63166,0,3825359.64128,4083283.46388,0,0,4083283.46388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,339317473.41176003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,224189002.39283,34658162.61104,0,0,0,0,0,34658162.61104,189530839.78179,3658132.22284,172397306.98595,13475400.573,115128471.01893,107935379.17237,4390528.85469,4390528.85469,0,15569524.86,16088.25592,112846.514,112846.514,0,7293722.81559,0,0,0,0,0,0,0,0,0,0,0,68399311.70727,0,31728786.61758,36670525.08969,12153356.1649,12066520.2679,69940,16895.897,7047856.84656,34000,34000,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,7012356.84656,1509556.8923,0,0,0,5502799.95426,500,,0,0,0,0,0,,500,0,0,145235,0,0,145235,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",16555432.91544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,16555432.91544,0,0,0,0,0,0,0,16555432.91544,0,14136852.37147,2418580.54397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,2068776947.4303799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,21663773.6,21663773.6,0,0,0,0,0,21663773.6,0,0,0,0,2046740673.83038,1139255986.10038,123101.14,123101.14,0,0,0,6515563.60732,6515563.60732,0,7550435.67579,0,0,0,0,0,0,0,0,0,0,0,1125062545.67727,0,0,1125062545.67727,4340,0,0,4340,756672687.73,4600,4600,0,0,0,0,369548287.73,369548287.73,0,0,0,0,0,138233050,0,138233050,248886750,0,0,0,0,248886750,0,,0,0,0,0,0,,0,0,0,150812000,0,0,150812000,,,,,,,,,0,372500,372500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",3514079719.8652897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3227135005.28824,3211074250.25964,3040621947.00588,113307432.7,0,12725479.78,0,44419390.77376,16060755.0286,0,8110746.415,7950008.6136,286944714.57705,204628364.28405,33478841.90528,32553181.77412,925660.13116,0,0,522179.45192,520990.94492,1188.507,143256580.1213,1134022.32917,0,0,0,0,0,1134022.32917,1121049.07917,0,12973.25,0,12804201.69565,7081712.81265,765249.97794,4957238.90506,13432538.78073,12418203.9311,597552.47595,416782.37368,37563244.57415,218700,218700,0,0,0,0,3036842.277,2728222.977,308619.3,0,0,0,0,829143.07537,829143.07537,0,32134596.50178,81649.39224,0,1372600,12400,30667947.10954,1343962.72,,0,0,0,0,0,,1002000,341962.72,0,44753105.71885,39230410.39183,0,5522695.32702,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",2968334.00829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2968334.00829,166769.81729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166769.81729,0,0,166769.81729,0,0,0,0,2783214.191,0,0,0,0,0,0,0,0,0,0,0,0,0,879166.844,879166.844,0,1904047.347,0,0,0,0,1904047.347,0,,0,0,0,0,0,,0,0,18350,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",772840696.2825501,339444283.74128,325759167.90765,281975268.73218,0,0,0,0,0,0,244159787.12615,134215236.96613,20818548.13556,82065568.55529,2504897.65797,4555535.8112,30186564.63094,14992980.15403,14184814.20004,1008770.27687,0,0,7628916.97509,4965183.31896,2100637.10925,563096.54688,0,0,0,0,0,0,0,0,43783899.17547,0,,,0,0,,3730259.82022,0,0,14108.62764,232331.89414,3483819.29844,21512094.35525,112325.93386,655420.76451,11844782.11177,8741288.03467,158277.51044,18541545,18541545,0,0,0,0,0,0,0,0,0,0,13685115.83363,12380651.69465,10919414.72894,3011.7,10135340.8042,781062.22474,0,0,378775.04217,221752.31628,157022.72589,0,0,,0,0,0,0,0,0,1082461.92354,1079636.92354,2825,0,0,0,0,,0,,,0,1304464.13898,0,,,0,0,0,0,,,,0,,813955.45026,0,0,83700.13763,373864.08061,356391.23202,490508.68872,490508.68872,,0,0,0,0,,0,0,0,0,5616.42864,0,,0,0,0,0,5616.42864,0,0,0,0,5616.42864,433390796.11263,119578382.63193,0,0,0,0,0,119578382.63193,313812413.4807,0,0,313812413.4807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",3329266344.3835998,33183450.29456,32019059.43166,15433065.90999,0,0,0,0,0,0,11972013.22525,9268248.54393,2432428.06532,268110.808,3225.808,0,3132398.60695,131037.5,874276.86365,1297362.65827,829721.58503,0,35377.22846,34657.22846,120,600,0,0,293276.84933,231330.51301,34251.33632,0,0,27695,16585993.52167,0,,,0,0,,0,0,0,0,0,0,14138772.10967,0,8260,7429383.47112,4627455.59649,2073673.04206,168046.412,105900,22594.084,26842.328,11360,1350,2279175,0,0,0,0,2279175,1164390.8629,487881.09192,476982.29192,0,170760.9502,218429.09798,87792.24374,0,0,0,0,0,0,,6450,0,0,3450,3000,0,0,0,0,0,0,0,4448.8,,3448.8,,,1000,676509.77098,651239.77098,,,102301.21,491265.21498,57673.346,0,,,,0,,25270,0,1550,23720,0,0,0,0,,0,0,0,0,,0,0,0,0,1714909.98272,0,,0,0,0,0,1714909.98272,0,0,0,0,1714909.98272,3294367984.10632,368916653.87977,140420,0,6758800,153632022.35072,0,208385411.52905,2925451330.22655,1399595,93376170.0021,2830675565.22445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3987,"Акционерное общество «Инлайф страхование жизни""",16987272.42363,16987272.42363,16983680.21063,16685721.71063,1763304.212,1748586.318,14717.894,0,0,0,6999279.09758,5537.54965,6993741.54793,0,0,0,7923138.40105,7233657.58605,689480.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297958.5,0,,,0,0,,0,0,0,0,0,0,297958.5,0,0,297958.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3592.213,3592.213,0,0,0,0,0,0,0,0,0,0,0,,3592.213,0,0,0,3592.213,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,12000,12000,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",314857.98600000003,196854.986,196854.986,931.606,0,0,0,0,0,0,0,0,0,0,0,0,931.606,931.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195923.38,0,,,0,0,,0,0,0,0,0,0,195923.38,49912,33196,112815.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4055,0,,0,0,0,0,4055,0,0,1905,1950,200,113948,113948,0,0,0,0,0,113948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",149855832.52374,98716.29674,98716.29674,28298.36474,0,0,0,0,0,0,0,0,0,0,0,0,28298.36474,28298.36474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70417.932,0,,,0,0,,0,0,0,0,0,0,70417.932,0,561.63,997.366,2950.428,65908.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,149757116.227,22796616.227,0,0,0,22674648.528,0,121967.699,126960500,0,126960500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",40561078.55221,31121506.0771,31121506.0771,24562657.60043,1165590.02956,0,479822.13884,645606.07663,40161.81409,0,21831875.02864,4257223.10069,3625167.71609,12899849.41666,1049634.7952,0,1497992.54223,13616.74383,1482545.7984,1830,0,0,67200,67200,0,0,0,0,0,0,0,0,0,0,6558848.47667,926138.25758,,,887210.41188,38927.8457,,0,0,0,0,0,0,5632710.21909,0,3163907.53376,157518.0302,217386.8359,2093897.81923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,9439572.47511,6853572.47511,0,0,0,0,0,6853572.47511,2586000,0,0,2586000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,12910298.08547,8342798.08547,4905647.29393,4333709.99177,0,0,0,0,0,0,0,0,0,0,0,0,4160884.99177,3189827.90013,969692.18764,1364.904,0,0,172825,172825,0,0,0,0,0,0,0,0,0,0,571937.30216,0,,,0,0,,0,0,0,0,0,0,571937.30216,0,4050,9075,27718.04664,531094.25552,0,0,0,0,0,0,0,0,0,0,0,0,3437150.79154,3437150.79154,3437150.79154,2824890.70404,279128.2795,0,333131.808,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4567500,2336500,0,0,0,0,0,2336500,2231000,0,0,2231000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
