"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде (с учетом изменений), в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",40538306.4198,91970.64,91970.64,91970.64,0,0,0,0,0,0,0,0,0,0,0,0,91970.64,91970.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,40446335.7798,38037920.97062,23635.15062,0,0,37839640.5,0,174645.32,2408414.80918,173163.64818,212236.407,2023014.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",209653297.8879,1344228.68449,660294.44232,303865.84494,0,0,0,0,0,0,0,0,0,0,0,0,300462.24793,5,16921.48431,198716.91511,67480.18797,17338.66054,0,0,0,0,0,0,3403.59701,42.5,1002.5,1051.09701,5,1302.5,356428.59738,0,,,0,0,,0,0,0,0,0,0,63817.17157,0,0,22312.24647,13750.35538,27754.56972,0,0,0,0,0,0,292611.42581,23302.18697,3000,35401.64139,59110.0224,171797.57505,683934.24217,570341.93029,552076.973,0,0,552076.973,0,0,0,0,0,0,0,,18264.95729,12.5,2.5,0,0,18249.95729,0,0,0,0,0,0,0,,0,,,0,113592.31188,0,,,0,0,0,0,,,,0,,113592.31188,5,0,0,3236.76728,110350.5446,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,208309069.20341,120742914.7522,0,0,0,0,0,120742914.7522,87566154.45121,13558804.73138,57629345.06983,16378004.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",1120989715.67075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,266063112.4815,13913686.185,0,0,0,13882886.185,0,30800,252149426.2965,5274061.9065,246678499.85,196864.54,843101603.18925,791227258.94917,253221.5,253221.5,0,0,109723529.5922,0,0,0,639131012.90201,0,0,0,0,0,0,0,0,0,0,0,35623466.13983,0,0,35623466.13983,6496028.81513,3320230.59313,3175798.222,0,51874344.24008,16960,16960,0,0,0,47669617,0,0,0,0,0,0,0,0,0,0,4187767.24008,717767.24008,0,0,0,3470000,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,11825000,10315000,90000,20000,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",917120535.42776,3515040.94001,3515040.94001,1652305.553,121730.598,0,121730.598,0,0,0,0,0,0,0,0,0,1530574.955,1316583.955,213991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1862735.38701,0,,,0,0,,0,0,0,0,0,0,761409.824,9322.024,58540.8,82453.8,531697.4,79395.8,1101325.56301,0,0,938596.43801,88047,74682.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,913605494.48775,913605494.48775,0,0,0,913605494.48775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",262807817.04463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,48039592.90242,38086838.93627,0,0,0,0,0,38086838.93627,9952753.96615,9952753.96615,0,0,214768224.14221,123912946.46864,650166.761,0,650166.761,0,10207466.035,2000,0,2000,0,231206.507,0,0,0,0,0,231206.507,0,0,231206.507,0,18061441.93241,0,0,18061441.93241,94760665.23323,78528163.27877,1070795.51714,15161706.43732,90636410.83071,4000,4000,0,0,0,86694089,0,0,0,0,0,0,0,46100,0,46100,3892221.83071,0,0,0,0,3892221.83071,0,,0,0,0,0,0,,0,0,0,218866.84286,25200.14192,0,193666.70094,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",4960958.758,570805.142,570805.142,3753.087,0,0,0,0,0,0,0,0,0,0,0,0,3753.087,0,0,1994.933,1758.154,0,0,0,0,0,0,0,0,0,0,0,0,0,567052.055,0,,,0,0,,0,0,0,0,0,0,567052.055,0,0,14252.105,62695.77,490104.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4390153.616,4390153.616,0,0,0,2600,0,4387553.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",250167101.39567,116528556.55034,107686232.54309,73159439.71375,0,0,0,0,0,0,22485369.26687,455945.36414,3890594.57916,17712098.89937,426730.4242,0,50644875.44688,4311004.98043,25636843.93648,17988168.0982,2708858.43177,0,29195,23250,0,0,0,5945,0,0,0,0,0,0,34526792.82934,0,,,0,0,,0,0,0,0,0,0,30351377.82934,0,0,21393363.92549,2930118.41227,6027895.49158,4175415,0,129000,1048040,1279000,1719375,0,0,0,0,0,0,8842324.00725,8826276.00725,8826276.00725,1650000,3328411.89296,831464.11429,3016400,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,16048,6048,,,6048,0,0,0,,,,0,,10000,0,0,10000,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,133638544.84533,26730864.91601,0,0,0,21226914.04232,0,5503950.87369,106907679.92932,0,0,106907679.92932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,514344290.69545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,268003184.94323,63222001.51226,0,0,0,0,0,63222001.51226,204781183.43097,5795010.53902,178828252.31895,20157920.573,246341105.75222,234033834.99418,7832991.86131,7832991.86131,0,20934936.0772,16088.25592,395558.614,395558.614,0,11839536.01385,0,0,0,0,0,0,0,0,0,0,0,168560311.85252,0,91903635.7517,76656676.10082,24454412.31938,23712286.74738,80862.628,661262.944,11244531.01504,46600,46600,0,0,0,1000,282712.1,0,282712.1,0,0,0,0,0,0,0,10913718.91504,2436896.55497,0,0,0,8476822.36007,500,,0,0,0,0,0,,500,0,0,1062739.743,643424.743,0,419315,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",22518748.11389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,22518748.11389,0,0,0,0,0,0,0,22518748.11389,0,18442610.19541,4076137.91848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,3614554896.13911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,42582963.6,42582963.6,0,0,0,0,0,42582963.6,0,0,0,0,3571599432.53911,1745637535.80911,314750.91833,314750.91833,0,0,3122230.1,12580605.10732,12580605.10732,0,12381287.86468,0,0,0,0,0,0,0,0,0,0,0,1717230336.81878,0,0,1717230336.81878,8325,0,0,8325,1466224922.23,5900,5900,0,0,0,0,617151487.73,617151487.73,0,0,0,0,0,323538750,0,323538750,525528784.5,0,0,0,0,525528784.5,0,,0,0,0,0,0,,0,0,0,359736974.5,0,0,359736974.5,,,,,,,,,0,372500,372500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",7834853708.45153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,6649552000.59937,6628628526.46627,6365841046.96251,192199786.5,0,21168302.23,0,49419390.77376,20923474.1331,0,9309496.626,11613977.5071,1185301707.85216,345673338.68492,48768149.77007,47559510.80308,1208638.96699,0,0,569478.84959,568290.34259,1188.507,245832909.621,1331423.00917,0,0,0,0,0,1331423.00917,1121049.07917,0,210373.93,0,28142928.56776,11903644.69951,7832922.36873,8406361.49952,21028448.86733,18797911.84658,1813754.64707,416782.37368,50125393.55124,246600,246600,0,0,0,0,4330771.067,3838146.467,492624.6,0,0,0,0,1131061.11811,1131061.11811,0,42952998.64613,793639.2558,0,2251100,21500,39886759.39033,1463962.72,,0,0,0,0,0,,1102000,361962.72,0,789502975.616,65733067.43011,0,723769908.18589,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",5230512.74088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5230512.74088,603546.8193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603546.8193,0,0,603546.8193,0,0,0,0,3936264.191,0,0,0,0,0,0,0,0,0,0,0,0,0,1261001.844,1261001.844,0,2675262.347,0,0,0,0,2675262.347,0,,0,0,0,0,0,,0,0,690701.73058,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",1304188924.2691898,515954433.85277,497392086.01947,441901643.04949,0,0,0,0,0,0,375924308.29058,191520257.21801,21774743.50208,116184625.46383,41855268.74926,4589413.3574,56155138.92216,26387352.60041,27905979.63883,1861806.68292,0,0,9822195.83675,5166105.12621,3792970.04743,863120.66311,0,0,0,0,0,0,0,0,55490442.96998,0,,,0,0,,3944395.02686,0,0,14108.62764,232331.89414,3697954.50508,35543402.94312,141753.02941,1523073.37776,18355918.96926,15291388.86613,231268.70056,16002645,16002645,0,0,0,0,0,0,0,0,0,0,18562347.8333,16135391.63696,13478978.60435,32127.98,12544206.32871,902644.29564,0,0,918345.24955,225100.75255,686495.262,6749.235,0,,0,0,0,0,0,0,1738067.78306,1732742.78306,5325,0,0,0,0,,0,,,0,2426956.19634,0,,,0,0,0,0,,,,0,,1673988.97842,0,0,84700.21763,1066493.82013,522794.94066,752967.21792,752967.21792,,0,0,0,0,,0,0,0,0,34602.93743,0,,0,0,0,0,34602.93743,0,0,0,0,34602.93743,788199887.47899,308612200.82025,0,0,0,0,0,308612200.82025,479587686.65874,0,0,479587686.65874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",4150758919.3884997,54274974.04766,52775203.40076,26882230.16231,0,0,0,0,0,0,21922469.63379,17205328.14759,4098324.0502,615591.628,3225.808,0,4499265.16369,180160.5,1355418.56938,1957206.24011,1006479.8542,0,61304.49996,60434.49996,270,600,0,0,399190.86487,317202.21679,40263.64808,0,0,41725,25892973.23845,0,,,0,0,,0,0,0,0,0,0,22146344.82645,0,18340,11794460.118,7139008.15314,3194536.55531,242253.412,161400,34721.084,32372.328,12410,1350,3504375,0,0,0,0,3504375,1499770.6469,551393.60192,534796.00192,0,183760.9502,245759.60598,105275.44574,0,0,0,0,0,0,,6450,0,0,3450,3000,0,0,0,0,0,0,0,10147.6,,6897.6,,,3250,948377.04498,908059.04498,,,167795.17,659650.52898,80613.346,0,,,,0,,40318,0,4000,36318,0,0,0,0,,0,0,0,0,,0,0,0,0,2393730.15838,0,,0,0,0,0,2393730.15838,0,0,0,0,2393730.15838,4094090215.18246,627381603.62816,421251,0,10897000,357292335.78977,0,258771016.83839,3466708611.5543,3274655,150278696.90848,3313155259.64582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3987,"Акционерное общество «Инлайф страхование жизни""",42573747.27684,42573747.27684,42570155.06384,42072333.56384,2448617.017,2305511.213,143105.804,0,0,0,8978894.02329,6841.5427,8972052.48059,0,0,0,30644822.52355,29609835.43755,1034987.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497821.5,0,,,0,0,,0,0,0,0,0,0,497821.5,0,0,497821.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3592.213,3592.213,0,0,0,0,0,0,0,0,0,0,0,,3592.213,0,0,0,3592.213,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,12000,12000,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",430602.571,256774.571,256774.571,931.606,0,0,0,0,0,0,0,0,0,0,0,0,931.606,931.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255842.965,0,,,0,0,,0,0,0,0,0,0,255842.965,78972,51500,111660.965,13710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,5900,0,,0,0,0,0,5900,0,0,2125,3075,700,167928,167928,0,0,0,0,0,167928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",149942595.14974,131583.84974,131583.84974,28580.07374,0,0,0,0,0,0,0,0,0,0,0,0,28580.07374,28298.36474,0,0,281.709,0,0,0,0,0,0,0,0,0,0,0,0,0,103003.776,0,,,0,0,,0,0,0,0,0,0,103003.776,0,730.086,1195.757,6778.926,94299.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,149811011.3,22850511.3,0,0,0,22674648.528,0,175862.772,126960500,0,126960500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
